id,status,slug,platform,durationSeconds,title,hook,dialogue,evidence
"DGR-VM-288","SCRIPTED_WAITING_FOR_VM_FOOTAGE","developer-stack-before-you-install","Snapchat Spotlight","27","Pro developers: Before you install — developer stack","Before you install anything, this is worth checking on your own hardware: Pro includes Docker, Podman, Distrobox, Git, Python tooling, and an SSH server that stays off until enabled.","Before you install anything, this is worth checking on your own hardware: Pro includes Docker, Podman, Distrobox, Git, Python tooling, and an SSH server that stays off until enabled.","docs/EDITIONS.md — Developer toolchain"
"DGR-VM-289","SCRIPTED_WAITING_FOR_VM_FOOTAGE","developer-stack-honest-limitation","TikTok","22","Pro developers: Honest limitation — developer stack","The useful feature is real, and so is the boundary.","The useful feature is real, and so is the boundary. Pro includes Docker, Podman, Distrobox, Git, Python tooling, and an SSH server that stays off until enabled. We will show both.","docs/EDITIONS.md — Developer toolchain"
"DGR-VM-290","SCRIPTED_WAITING_FOR_VM_FOOTAGE","developer-stack-founder-voice","Instagram Reels","36","Pro developers: Founder-style voice — developer stack","We built this for people who want to understand what their computer is doing.","We built this for people who want to understand what their computer is doing. Pro includes Docker, Podman, Distrobox, Git, Python tooling, and an SSH server that stays off until enabled. Here is the real interface, not a mockup.","docs/EDITIONS.md — Developer toolchain"
"DGR-VM-291","SCRIPTED_WAITING_FOR_VM_FOOTAGE","backup-stack-human-question","YouTube Shorts","18","Pro backup: Human question — backup stack","You might be wondering, “Pro includes Borg, Vorta, and rclone for local encrypted backups and optional cloud destinations.” Let’s look at the actual screen and the limitation that goes with it.","You might be wondering, “Pro includes Borg, Vorta, and rclone for local encrypted backups and optional cloud destinations.” Let’s look at the actual screen and the limitation that goes with it.","docs/EDITIONS.md — Creator suite"
"DGR-VM-292","SCRIPTED_WAITING_FOR_VM_FOOTAGE","backup-stack-screen-first","Snapchat Spotlight","14","Pro backup: Screen first — backup stack","Here it is on a running Dagric system: Pro includes Borg, Vorta, and rclone for local encrypted backups and optional cloud destinations.","Here it is on a running Dagric system: Pro includes Borg, Vorta, and rclone for local encrypted backups and optional cloud destinations.","docs/EDITIONS.md — Creator suite"
"DGR-VM-293","SCRIPTED_WAITING_FOR_VM_FOOTAGE","backup-stack-three-beats","TikTok","24","Pro backup: Three-beat explainer — backup stack","Three quick beats: what it is, where it lives, and what you should verify yourself.","Three quick beats: what it is, where it lives, and what you should verify yourself. Pro includes Borg, Vorta, and rclone for local encrypted backups and optional cloud destinations.","docs/EDITIONS.md — Creator suite"
"DGR-VM-294","SCRIPTED_WAITING_FOR_VM_FOOTAGE","backup-stack-owner-scenario","Instagram Reels","30","Pro backup: Owner scenario — backup stack","Imagine this is the PC you already use.","Imagine this is the PC you already use. Pro includes Borg, Vorta, and rclone for local encrypted backups and optional cloud destinations. Here is the cautious way to try it.","docs/EDITIONS.md — Creator suite"
"DGR-VM-295","SCRIPTED_WAITING_FOR_VM_FOOTAGE","backup-stack-myth-check","YouTube Shorts","20","Pro backup: Myth check — backup stack","This is not a promise that every machine behaves the same.","This is not a promise that every machine behaves the same. What Dagric actually documents is: Pro includes Borg, Vorta, and rclone for local encrypted backups and optional cloud destinations.","docs/EDITIONS.md — Creator suite"
"DGR-VM-296","SCRIPTED_WAITING_FOR_VM_FOOTAGE","backup-stack-quiet-demo","Snapchat Spotlight","12","Pro backup: Quiet demo — backup stack","Watch the workflow.","Watch the workflow. Pro includes Borg, Vorta, and rclone for local encrypted backups and optional cloud destinations.","docs/EDITIONS.md — Creator suite"
"DGR-VM-297","SCRIPTED_WAITING_FOR_VM_FOOTAGE","backup-stack-proof-card","TikTok","16","Pro backup: Proof card — backup stack","Pro includes Borg, Vorta, and rclone for local encrypted backups and optional cloud destinations.","Pro includes Borg, Vorta, and rclone for local encrypted backups and optional cloud destinations. The evidence path is included below so you can check it.","docs/EDITIONS.md — Creator suite"
"DGR-VM-298","SCRIPTED_WAITING_FOR_VM_FOOTAGE","backup-stack-before-you-install","Instagram Reels","27","Pro backup: Before you install — backup stack","Before you install anything, this is worth checking on your own hardware: Pro includes Borg, Vorta, and rclone for local encrypted backups and optional cloud destinations.","Before you install anything, this is worth checking on your own hardware: Pro includes Borg, Vorta, and rclone for local encrypted backups and optional cloud destinations.","docs/EDITIONS.md — Creator suite"
"DGR-VM-299","SCRIPTED_WAITING_FOR_VM_FOOTAGE","backup-stack-honest-limitation","YouTube Shorts","22","Pro backup: Honest limitation — backup stack","The useful feature is real, and so is the boundary.","The useful feature is real, and so is the boundary. Pro includes Borg, Vorta, and rclone for local encrypted backups and optional cloud destinations. We will show both.","docs/EDITIONS.md — Creator suite"
"DGR-VM-300","SCRIPTED_WAITING_FOR_VM_FOOTAGE","backup-stack-founder-voice","Snapchat Spotlight","36","Pro backup: Founder-style voice — backup stack","We built this for people who want to understand what their computer is doing.","We built this for people who want to understand what their computer is doing. Pro includes Borg, Vorta, and rclone for local encrypted backups and optional cloud destinations. Here is the real interface, not a mockup.","docs/EDITIONS.md — Creator suite"
